id,typeName,articleId
28554,Tshirts,90
6816,Casual Shoes,93
57059,Dresses,79
34577,Tops,89
5739,Sports Shoes,95
49047,Ring,229
7704,Tops,89
18418,Sports Shoes,95
33748,Tunics,91
2506,Casual Shoes,93
30867,Kurtas,83
25366,Innerwear Vests,138
58656,Kurtas,83
59944,Casual Shoes,93
10028,Tshirts,90
44675,Shirts,85
12015,Shirts,85
39345,Tshirts,90
21325,Sunglasses,51
43919,Dresses,79
23318,Kurtas,83
40636,Kurtas,83
16056,Trousers,78
11793,Kurtas,83
28807,Shirts,85
6545,Backpacks,43
4578,Sports Shoes,95
48206,Sunglasses,51
34824,Sports Sandals,283
56218,Jewellery Set,233
54225,Trousers,78
36819,Kurtas,83
51027,Bra,153
2855,Tshirts,90
19659,Tops,89
32509,Formal Shoes,94
3747,Tshirts,90
30534,Bra,153
4082,Tshirts,90
13254,Tshirts,90
47409,Wallets,65
11269,Tshirts,90
24127,Tshirts,90
16406,Shirts,85
40266,Tshirts,90
49944,Lounge Shorts,197
29345,Tshirts,90
54675,Watches,66
55967,Lipstick,234
6115,Tshirts,90
48656,Earrings,187
4128,Casual Shoes,93
3317,Tshirts,90
32159,Socks,61
59047,Heels,279
24577,Tops,89
12916,Tshirts,90
8808,Shirts,85
11639,Watches,66
37971,Heels,279
52488,Camisoles,141
57370,Briefs,137
5410,Flip Flops,127
15103,Kurtas,83
43763,Earrings,187
39596,Heels,279
42871,Clutches,45
58085,Earrings,187
43299,Flip Flops,127
10301,Casual Shoes,93
46561,Watches,66
8222,Backpacks,43
56998,Flats,280
49694,Ties,63
36399,Socks,61
18731,Sweaters,88
33461,Belts,49
19823,Shirts,85
28387,Sunglasses,51
52172,Ring,229
5040,Flip Flops,127
2785,Tshirts,90
36233,Sports Shoes,95
19989,Tshirts,90
3897,Tshirts,90
57720,Lip Gloss,236
22620,Tshirts,90
43333,Handbags,46
8388,Track Pants,76
12296,Shirts,85
23932,Sports Shoes,95
10751,Track Pants,76
8672,Sunglasses,51
17094,Wallets,65
9960,Tshirts,90
27422,Lounge Pants,175
11843,Casual Shoes,93
52522,Jeans,70
7587,Sports Shoes,95
33031,Kurtas,83
18361,Socks,61
56561,Lip Gloss,236
33898,Watches,66
4201,Tshirts,90
42172,Tshirts,90
14712,Shirts,85
58986,Deodorant,97
46998,Kurtas,83
59694,Briefs,137
15800,Briefs,137
23461,Scarves,56
26663,Casual Shoes,93
9433,Sports Shoes,95
27971,Innerwear Vests,138
47370,Wallets,65
11510,Heels,279
37588,Tshirts,90
32270,Kurtas,83
19120,Flip Flops,127
48085,Dresses,79
52871,Deodorant,97
53763,Tshirts,90
37422,Handbags,46
4651,Sports Sandals,283
5943,Shirts,85
23031,Shirts,85
13487,Shirts,85
9599,Shirts,85
14342,Sports Shoes,95
42522,Kurtas,83
9063,Shirts,85
11140,Scarves,56
26233,Tshirts,90
17997,Track Pants,76
33932,Watches,66
6396,Sandals,92
19570,Tshirts,90
32620,Track Pants,76
26726,Tshirts,90
11455,Shirts,85
47235,Casual Shoes,93
13468,Tshirts,90
45208,Watches,66
9576,Backpacks,43
38738,Backpacks,43
16390,Trousers,78
27834,Belts,49
30308,Tshirts,90
52934,Sarees,563
6683,Tshirts,90
19065,Kurtas,83
32335,Watches,66
53626,Watches,66
29129,Sunglasses,51
56424,Highlighter and Blush,286
4344,Sports Shoes,95
3481,Track Pants,76
6379,Casual Shoes,93
14657,Trousers,78
42037,Flip Flops,127
13192,Casual Shoes,93
17978,Casual Shoes,93
23524,Perfume and Body Mist,162
21519,Handbags,46
15945,Wallets,65
58969,Perfume and Body Mist,162
47665,Scarves,56
11005,Watches,66
38368,Belts,49
9126,Sports Shoes,95
45658,Briefs,137
26376,Shirts,85
46977,Handbags,46
29083,Wallets,65
33877,Watches,66
30758,Kurtas,83
48590,Earrings,187
19435,Caps,54
4714,Watches,66
37567,Tshirts,90
6729,Sandals,92
54049,Jeggings,249
5806,Tshirts,90
56074,Lip Liner,235
23174,Tshirts,90
39980,Casual Shoes,93
21149,Shirts,85
59381,Kurtas,83
38692,Handbags,46
39129,Leggings,71
8367,Tshirts,90
44419,Formal Shoes,94
12279,Shirts,85
17581,Socks,61
46424,Watches,66
10244,Handbags,46
7092,Backpacks,43
33524,Casual Shoes,93
18674,Sports Shoes,95
1845,Tshirts,90
3878,Tshirts,90
35809,Heels,279
57235,Handbags,46
28738,Kurtas,83
55208,Lipstick,234
2290,Tshirts,90
36726,Tshirts,90
7568,Tshirts,90
12783,Kurtas,83
15046,Sweatshirts,87
20308,Sweaters,88
42934,Backpacks,43
13891,Tshirts,90
12629,Tshirts,90
44049,Deodorant,97
8737,Shirts,85
39579,Heels,279
46074,Belts,49
11906,Formal Shoes,94
9825,Tshirts,90
27567,Shirts,85
52467,Camisoles,141
28692,Kurtas,83
18224,Tshirts,90
33174,Tops,89
31149,Tshirts,90
49381,Casual Shoes,93
7138,Tunics,91
36376,Socks,61
56977,Heels,279
48969,Ring,229
28368,Sunglasses,51
20758,Flats,280
58590,Necklace and Chains,148
22765,Kurtas,83
23877,Sports Shoes,95
15416,Casual Shoes,93
33699,Formal Shoes,94
14913,Tshirts,90
39294,Sandals,92
46799,Sports Shoes,95
59895,Dresses,79
43061,Tshirts,90
15601,Jackets,82
8520,Handbags,46
26862,Waistcoat,133
46263,Tunics,91
10403,Tops,89
27770,Wallets,65
57188,Tunics,91
52670,Watches,66
18033,Handbags,46
33363,Wallets,65
4850,Tshirts,90
57022,Briefs,137
18199,Sweaters,88
5742,Tshirts,90
12594,Tshirts,90
15251,Casual Shoes,93
22122,Formal Shoes,94
47921,Handbags,46
27320,Perfume and Body Mist,162
16884,Sunglasses,51
17796,Tshirts,90
10053,Tshirts,90
46633,Deodorant,97
7285,Tshirts,90
33733,Belts,49
18463,Perfume and Body Mist,162
52220,Necklace and Chains,148
4503,Sports Shoes,95
37770,Shirts,85
36862,Tshirts,90
56263,Night suits,456
43962,Perfume and Body Mist,162
47188,Formal Shoes,94
14010,Tshirts,90
42670,Kurtas,83
38485,Belts,49
11212,Free Gifts,254
9331,Shorts,72
23699,Sunglasses,51
18930,Tshirts,90
29294,Shirts,85
53061,Handbags,46
49895,Watches,66
48787,Pendant,186
32572,Tops,89
19622,Tops,89
2984,Tshirts,90
4153,Sports Shoes,95
57921,Socks,61
19788,Tshirts,90
3696,Casual Shoes,93
37320,Watches,66
42220,Tunics,91
14440,Heels,279
13385,Casual Shoes,93
22821,Casual Shoes,93
26531,Casual Shoes,93
47022,Kurtas,83
11642,Watches,66
9761,Tshirts,90
16187,Casual Shoes,93
6494,Casual Shoes,93
19272,Watches,66
53431,Kurtas,83
9274,Sports Shoes,95
16492,Tshirts,90
47537,Flats,280
11357,Sweatshirts,87
59529,Earrings,187
53124,Tshirts,90
51119,Free Gifts,254
18875,Formal Shoes,94
6181,Tshirts,90
19767,Watches,66
32437,Track Pants,76
3679,Tshirts,90
1644,Tshirts,90
28939,Kurtas,83
4446,Sandals,92
48338,Necklace and Chains,148
56326,Watches,66
36927,Perfume and Body Mist,162
43827,Earrings,187
23226,Kurtas,83
12982,Flip Flops,127
16168,Casual Shoes,93
13690,Sports Shoes,95
10815,Shirts,85
12828,Jeans,70
8936,Water Bottle,105
26474,Tshirts,90
9624,Shirts,85
11707,Shirts,85
3229,Sports Shoes,95
28893,Briefs,137
19337,Jackets,82
53574,Watches,66
51549,Watches,66
29781,Trousers,78
55859,Nail Polish,246
37265,Tops,89
48768,Jewellery Set,233
4016,Casual Shoes,93
35258,Shirts,85
57864,Sunscreen,298
16538,Shirts,85
38190,Sunglasses,51
20959,Backpacks,43
14505,Casual Shoes,93
23676,Sandals,92
46326,Sports Shoes,95
8465,Tshirts,90
17283,Tshirts,90
26927,Dresses,79
38939,Shorts,72
58338,Flip Flops,127
25608,Watches,66
6882,Jackets,82
50708,Tops,89
7790,Tshirts,90
33226,Dresses,79
18176,Sweatshirts,87
49529,Clutches,45
5257,Backpacks,43
34019,Tshirts,90
36024,Belts,49
14856,Wallets,65
15744,Sports Shoes,95
43124,Perfume and Body Mist,162
17779,Belts,49
12081,Kurtas,83
45859,Kurtas,83
27265,Tops,89
25258,Handbags,46
46776,Perfume and Body Mist,162
49483,Casual Shoes,93
18526,Watches,66
32964,Tshirts,90
28190,Sunglasses,51
30959,Tunics,91
6928,Tshirts,90
4915,Tops,89
57167,Tshirts,90
34449,Flats,280
36474,Kurtas,83
43574,Tops,89
15314,Sports Shoes,95
17329,Sunglasses,51
39781,Shirts,85
22067,Kurtas,83
58292,Socks,61
50972,Bra,153
3100,Tshirts,90
51660,Watches,66
59250,Watches,66
24760,Heels,279
39851,Tops,89
38743,Backpacks,43
45273,Watches,66
13413,Shirts,85
25872,Backpacks,43
40071,Tights,173
16611,Trousers,78
45789,Flats,280
21562,Handbags,46
17903,Track Pants,76
6302,Heels,279
48441,Tshirts,90
31831,Watches,66
3550,Casual Shoes,93
30723,Kurtas,83
4295,Tshirts,90
45623,Casual Shoes,93
38313,Sunglasses,51
58912,Ties,63
14786,Shirts,85
15894,Sandals,92
59600,Sarees,563
44931,Jeans,70
21132,Tops,89
40421,Tops,89
11584,Kurtis,84
6752,Sports Shoes,95
35521,Flip Flops,127
54032,Handbags,46
29502,Watches,66
7840,Sports Shoes,95
31562,Trousers,78
2711,Dresses,79
55789,Nightdress,201
25171,Handbags,46
20689,Casual Shoes,93
12202,Tshirts,90
44462,Flats,280
39152,Kurtas,83
17000,Flats,280
41660,Shirts,85
44198,Flip Flops,127
40972,Tops,89
20373,Track Pants,76
55273,Concealer,238
28743,Kurtis,84
34760,Handbags,46
49250,Socks,61
31098,Shirts,85
29851,Trousers,78
7513,Tshirts,90
50421,Casual Shoes,93
31132,Shirts,85
5484,Sports Shoes,95
2341,Tshirts,90
15197,Tshirts,90
39502,Duffel Bag,120
44032,Perfume and Body Mist,162
12652,Tshirts,90
13940,Shirts,85
58011,Tops,89
25521,Innerwear Vests,138
10395,Watches,66
17450,Watches,66
49600,Heels,279
34330,Tshirts,90
54931,Tshirts,90
7143,Shirts,85
28313,Casual Shoes,93
55623,Casual Shoes,93
1994,Tshirts,90
41725,Heels,279
10680,Handbags,46
43718,Bangle,149
11992,Tshirts,90
20236,Tshirts,90
35937,Sports Shoes,95
28606,Sports Shoes,95
55336,Hair Colour,287
29914,Watches,66
36618,Heels,279
7456,Tshirts,90
34625,Watches,66
2654,Handbags,46
52109,Kurtas,83
19858,Jackets,82
3946,Tshirts,90
58504,Dresses,79
25034,Track Pants,76
27009,Jeggings,249
39017,Watches,66
8259,Handbags,46
12347,Suits,424
15482,Capris,68
20666,Tshirts,90
17515,Sweaters,88
21974,Handbags,46
15528,Tshirts,90
43348,Sports Shoes,95
54874,Necklace and Chains,148
7006,Tshirts,90
36248,Tshirts,90
34275,Dupatta,134
49745,Ties,63
56849,Jeans,70
48857,Pendant,186
28256,Deodorant,97
52559,Clutches,45
50564,Briefs,137
2204,Tshirts,90
12717,Casual Shoes,93
44177,Deodorant,97
39447,Kurtas,83
25464,Sports Shoes,95
58154,Caps,54
11838,Casual Shoes,93
27459,Bra,153
11091,Shirts,85
14769,Shirts,85
42109,Tshirts,90
16754,Clutches,45
40134,Shirts,85
17846,Sports Shoes,95
21427,Tops,89
54527,Casual Shoes,93
29017,Tshirts,90
35034,Churidar,143
48504,Tops,89
1582,Swimwear,75
6247,Tshirts,90
4780,Tshirts,90
50837,Belts,49
3045,Tshirts,90
51725,Sunglasses,51
5892,Tops,89
39914,Handbags,46
26618,Casual Shoes,93
24625,Handbags,46
59315,Casual Shoes,93
25937,Scarves,56
14293,Tshirts,90
13556,Heels,279
45336,Heels,279
38606,Tshirts,90
42559,Kurtas,83
14339,Flip Flops,127
40564,Watches,66
48154,Wallets,65
35464,Casual Shoes,93
6617,Shirts,85
29447,Watches,66
54177,Handbags,46
7905,Tshirts,90
5938,Casual Shoes,93
51375,Casual Shoes,93
33949,Tshirts,90
31974,Sports Shoes,95
53348,Boxers,139
30666,Sunglasses,51
3415,Tshirts,90
58857,Cufflinks,50
9018,Sandals,92
45766,Deodorant,97
13106,Sweatshirts,87
44874,Tshirts,90
26248,Tshirts,90
59745,Nightdress,201
24275,Tshirts,90
8824,Shirts,85
38578,Tshirts,90
45048,Watches,66
11615,Kurtas,83
47075,Patiala,184
32175,Sports Shoes,95
19225,Ties,63
28981,Kurta Sets,543
30148,Caps,54
48380,Trousers,78
53466,Bra,153
49968,Innerwear Vests,138
56664,Casual Shoes,93
29369,Shirts,85
54659,Watches,66
6139,Sandals,92
4104,Sandals,92
57976,Sarees,563
22876,Casual Shoes,93
14417,Heels,279
59591,Sarees,563
23764,Sunglasses,51
45418,Flats,280
38128,Wallets,65
9366,Socks,61
47425,Wallets,65
11245,Churidar,143
26136,Trousers,78
53036,Sarees,563
2879,Heels,279
6093,Tops,89
19675,Tshirts,90
32525,Perfume and Body Mist,162
1756,Tshirts,90
3291,Tshirts,90
37727,Shirts,85
6569,Tshirts,90
4554,Sports Shoes,95
34808,Belts,49
56234,Night suits,456
36835,Sports Shoes,95
21309,Sunglasses,51
43935,Heels,279
41908,Fragrance Gift Set,189
12890,Casual Shoes,93
23334,Tunics,91
13782,Trousers,78
14047,Shirts,85
27377,Tshirts,90
59968,Dresses,79
10004,Shorts,72
44659,Casual Shoes,93
12039,Shirts,85
18434,Laptop Bag,158
33764,Casual Shoes,93
28082,Briefs,137
55048,Lipstick,234
28578,Watches,66
4807,Tshirts,90
57075,Jeans,70
7728,Casual Shoes,93
43466,Night suits,456
15206,Tshirts,90
38981,Shirts,85
22175,Sports Sandals,283
20148,Shirts,85
10454,Tshirts,90
39739,Sandals,92
12469,Shirts,85
44209,Flip Flops,127
26835,Trousers,78
17391,Socks,61
27727,Handbags,46
6990,Tshirts,90
31309,Kurtas,83
53935,Handbags,46
7682,Jackets,82
51908,Laptop Bag,158
5345,Sports Shoes,95
2480,Tshirts,90
7378,Sandals,92
36136,Sports Shoes,95
28128,Briefs,137
55418,Lipstick,234
57425,Tshirts,90
16979,Flip Flops,127
20518,Handbags,46
14944,Tshirts,90
43036,Shirts,85
12193,Shirts,85
4942,Tshirts,90
57130,Tops,89
2195,Capris,68
36423,Sports Shoes,95
8598,Tshirts,90
12486,Formal Shoes,94
15343,Tshirts,90
43523,Trousers,78
22030,Kurtas,83
16996,Flats,280
27232,Shorts,72
17684,Casual Shoes,93
10141,Watches,66
46721,Perfume and Body Mist,162
7397,Formal Shoes,94
33621,Wallets,65
18571,Sweaters,88
52332,Wallets,65
36073,Duffel Bag,120
57560,Lipstick,234
14801,Handbags,46
58695,Kurtas,83
27398,Bra,153
39386,Jeans,70
59987,Dresses,79
43173,Watches,66
15713,Sports Shoes,95
8432,Tops,89
43489,Jeans,70
10511,Tops,89
28597,Belts,49
18121,Innerwear Vests,138
33271,Skirts,74
53870,Heels,279
49084,Nail Polish,246
18988,Tshirts,90
56721,Casual Shoes,93
4041,Tshirts,90
57833,Tshirts,90
3784,Tshirts,90
37232,Wallets,65
14552,Casual Shoes,93
22933,Watches,66
13297,Tshirts,90
9389,Flip Flops,127
23621,Dresses,79
8961,Formal Shoes,94
10842,Tshirts,90
11750,Tshirts,90
9673,Shorts,72
16095,Sunglasses,51
6586,Tshirts,90
19360,Briefs,137
4411,Tshirts,90
53489,Bra,153
26589,Sports Shoes,95
23271,Watches,66
59084,Bra,153
43870,Earrings,187
14102,Tops,89
38597,Tshirts,90
47560,Flats,280
9223,Sports Shoes,95
26073,Shirts,85
18822,Wallets,65
49987,Socks,61
1613,Tshirts,90
57999,Dresses,79
48695,Earrings,187
32460,Tshirts,90
20774,Heels,279
22749,Kurtas,83
17407,Socks,61
41267,Wallets,65
54966,Casual Shoes,93
7114,Backpacks,43
5129,Shirts,85
49657,Tops,89
48945,Ring,229
57649,Nail Polish,246
28344,Sunglasses,51
50476,Briefs,137
18208,Caps,54
2316,Tshirts,90
12605,Tops,89
44065,Perfume and Body Mist,162
10638,Formal Shoes,94
25576,Sports Shoes,95
58046,Earrings,187
9809,Shirts,85
13917,Casual Shoes,93
41637,Shirts,85
17057,Casual Shoes,93
10792,Shirts,85
20324,Kurtas,83
11880,Formal Shoes,94
42918,Wallets,65
40925,Jeans,70
22319,Tops,89
28714,Kurtas,83
55224,Lip Liner,235
7544,Capris,68
34737,Sports Shoes,95
5579,Sports Shoes,95
33508,Skirts,74
2746,Tshirts,90
18658,Casual Shoes,93
5083,Tshirts,90
1869,Tshirts,90
50026,Leggings,71
3854,Tshirts,90
25126,Clutches,45
44435,Casual Shoes,93
12255,Shirts,85
15590,Tops,89
46408,Tshirts,90
10268,Formal Shoes,94
23158,Tshirts,90
21165,Tops,89
16216,Track Pants,76
48046,Watches,66
4738,Casual Shoes,93
6705,Socks,61
54065,Casual Shoes,93
7817,Tshirts,90
56058,Lip Gloss,236
51267,Belts,49
31866,Watches,66
30774,Kurtas,83
3507,Shorts,72
19419,Shorts,72
58945,Perfume and Body Mist,162
47649,Casual Shoes,93
11029,Tops,89
38344,Tshirts,90
13014,Heels,279
44966,Free Gifts,254
59657,Sarees,563
24367,Kurtas,83
16646,Tshirts,90
40026,Caps,54
17954,Caps,54
23508,Watches,66
15969,Shirts,85
4368,Tshirts,90
48416,Tshirts,90
30324,Tshirts,90
52918,Sarees,563
4692,Watches,66
19049,Heels,279
32319,Watches,66
51637,Watches,66
5980,Shirts,85
39806,Trousers,78
24737,Handbags,46
14381,Heels,279
25825,Kurtas,83
11479,Tops,89
47219,Formal Shoes,94
13444,Tops,89
45224,Watches,66
27818,Belts,49
31923,Handbags,46
51322,Backpacks,43
3442,Tshirts,90
4387,Tshirts,90
13151,Tshirts,90
45731,Kurtas,83
38201,Sunglasses,51
58800,Shirts,85
14694,Trousers,78
15986,Shirts,85
59712,Nightdress,201
21020,Shirts,85
16353,Shirts,85
40533,Watches,66
11496,Heels,279
6640,Sports Shoes,95
35433,Dresses,79
48103,Tops,89
54120,Flats,280
29410,Watches,66
7952,Tshirts,90
50860,Sarees,563
3012,Shirts,85
30261,Formal Shoes,94
51772,Wallets,65
59342,Casual Shoes,93
39943,Casual Shoes,93
38651,Sports Shoes,95
45361,Heels,279
13501,Tshirts,90
40499,Watches,66
25960,Scarves,56
40163,Sunglasses,51
21470,Flip Flops,127
24388,Kurtas,83
17811,Tshirts,90
44989,Watches,66
31889,Stoles,62
29040,Tshirts,90
54570,Kurtas,83
51288,Sunglasses,51
50533,Briefs,137
31020,Tshirts,90
2253,Tshirts,90
15085,Kurtas,83
39410,Shirts,85
12740,Backpacks,43
13852,Shirts,85
25433,Socks,61
20631,Sweaters,88
10287,Flats,280
21923,Kurtas,83
41322,Leggings,71
17542,Shirts,85
34222,Tshirts,90
54823,Laptop Bag,158
7051,Shirts,85
28201,Sunglasses,51
1886,Tshirts,90
34388,Tshirts,90
54989,Shirts,85
2603,Tshirts,90
50163,Heels,279
3911,Capris,68
25063,Accessory Gift Set,185
58553,Sunglasses,51
21889,Kurtas,83
44570,Sandals,92
39040,Cufflinks,50
17112,Clutches,45
41772,Tops,89
20261,Tshirts,90
25599,Kurta Sets,543
55361,Nail Polish,246
28651,Sports Shoes,95
50499,Innerwear Vests,138
29943,Watches,66
7401,Casual Shoes,93
15640,Tshirts,90
43020,Briefs,137
12185,Shirts,85
22533,Flip Flops,127
14952,Tshirts,90
57433,Tshirts,90
5353,Sports Shoes,95
2496,Casual Shoes,93
18588,Socks,61
7694,Tshirts,90
33322,Shirts,85
6986,Tshirts,90
27731,Handbags,46
10442,Tshirts,90
26823,Trousers,78
17387,Mufflers,59
38997,Dresses,79
22163,Casual Shoes,93
46388,Tshirts,90
43470,Night suits,456
15210,Tshirts,90
26989,Jeggings,249
39685,Casual Shoes,93
5703,Casual Shoes,93
53889,Handbags,46
33288,Tshirts,90
4811,Tshirts,90
57063,Jackets,82
32860,Backpacks,43
28094,Briefs,137
57599,Lipstick,234
49587,Heels,279
33772,Backpacks,43
10012,Track Pants,76
8131,Watches,66
22499,Heels,279
27361,Tshirts,90
42631,Bracelet,205
14051,Shirts,85
43923,Tops,89
8998,Casual Shoes,93
12886,Casual Shoes,93
23322,Kurtas,83
56222,Night suits,456
19399,Tshirts,90
3287,Tshirts,90
37731,Shirts,85
4542,Sports Shoes,95
6085,Tshirts,90
19663,Tops,89
32533,Fragrance Gift Set,189
53020,Sarees,563
18971,Tops,89
9370,Socks,61
47433,Handbags,46
11253,Trousers,78
59587,Cufflinks,50
22860,Casual Shoes,93
47599,Flats,280
14401,Heels,279
42261,Jeans,70
32499,Shirts,85
4112,Sandals,92
57960,Sarees,563
56672,Watches,66
56388,Perfume and Body Mist,162
53470,Bra,153
36989,Clutches,45
29685,Trousers,78
32163,Socks,61
28997,Tshirts,90
9720,Sports Shoes,95
11603,Kurtas,83
47063,Patiala,184
43889,Casual Shoes,93
23288,Watches,66
8832,Sweaters,88
1605,Track Pants,76
48683,Earrings,187
3638,Casual Shoes,93
19726,Shirts,85
51158,Socks,61
29390,Shirts,85
18834,Belts,49
49991,Socks,61
26065,Shirts,85
59568,Cufflinks,50
24058,Tshirts,90
11316,Trousers,78
47576,Heels,279
9235,Shirts,85
14114,Jeans,70
16129,Tshirts,90
40749,Flip Flops,127
38581,Tshirts,90
23267,Watches,66
59092,Bra,153
43866,Earrings,187
56367,Perfume and Body Mist,162
4407,Tshirts,90
35649,Sandals,92
28978,Kurta Sets,543
37674,Backpacks,43
51508,Jeans,70
53535,Briefs,137
6590,Tshirts,90
32026,Socks,61
3268,Tshirts,90
47126,Handbags,46
11746,Tshirts,90
9665,Shirts,85
16083,Sunglasses,51
8977,Casual Shoes,93
12869,Sandals,92
26435,Handbags,46
24408,Sports Shoes,95
10854,Tshirts,90
20918,Jeans,70
14544,Kurtis,84
40319,Casual Shoes,93
22925,Watches,66
35219,Casual Shoes,93
4057,Tshirts,90
3792,Tshirts,90
55818,Night suits,456
37224,Shirts,85
2880,Heels,279
33267,Shorts,72
2029,Tshirts,90
53866,Kurtis,84
49092,Lip Liner,235
52774,Wallets,65
50749,Casual Shoes,93
28581,Watches,66
25649,Watches,66
38978,Shirts,85
27674,Handbags,46
26966,Shirts,85
46367,Shirts,85
10507,Tshirts,90
17738,Sports Shoes,95
59991,Dresses,79
43165,Watches,66
15705,Track Pants,76
14817,Handbags,46
58683,Kurtas,83
22476,Tshirts,90
57576,Lipstick,234
36065,Backpacks,43
34058,Capris,68
5216,Tshirts,90
49568,Handbags,46
30918,Trousers,78
52324,Bangle,149
50319,Ties,63
32925,Tshirts,90
7381,Formal Shoes,94
2479,Tshirts,90
33637,Free Gifts,254
18567,Sports Shoes,95
8074,Sports Shoes,95
17692,Casual Shoes,93
10157,Flip Flops,127
46737,Watches,66
58729,Tshirts,90
25219,Handbags,46
16980,Sports Shoes,95
27224,Dresses,79
22026,Kurtas,83
17368,Accessory Gift Set,185
41508,Caps,54
12490,Shirts,85
15355,Casual Shoes,93
43535,Tops,89
2183,Tshirts,90
36435,Casual Shoes,93
49138,Foundation and Primer,239
5646,Flip Flops,127
34408,Tshirts,90
4954,Tshirts,90
57126,Tops,89
6969,Shirts,85
25833,Kurtas,83
13452,Shirts,85
45232,Watches,66
39810,Trousers,78
24721,Sports Shoes,95
51621,Watches,66
5996,Shirts,85
30332,Tshirts,90
4684,Backpacks,43
3141,Heels,279
35130,Bangle,149
48400,Tshirts,90
6343,Flats,280
29113,Socks,61
17942,Tshirts,90
21523,Handbags,46
16650,Tshirts,90
40030,Tshirts,90
44970,Watches,66
59641,Sarees,563
24371,Kurtas,83
45662,Innerwear Vests,138
13002,Heels,279
30762,Kurtas,83
3511,Track Pants,76
51271,Watches,66
54589,Kurtas,83
31870,Dupatta,134
54073,Sports Shoes,95
7801,Tshirts,90
35560,Sandals,92
30298,Tshirts,90
50899,Sarees,563
6713,Tshirts,90
25999,Perfume and Body Mist,162
40460,Sports Shoes,95
16200,Tshirts,90
45398,Flats,280
21173,Shirts,85
39113,Tshirts,90
15586,Sweatshirts,87
25130,Clutches,45
50030,Lounge Pants,175
3842,Flats,280
2750,Tshirts,90
5095,Tshirts,90
7552,Tshirts,90
34721,Trousers,78
28702,Kurtas,83
55232,Foundation and Primer,239
20332,Tshirts,90
11896,Formal Shoes,94
40933,Jeans,70
17041,Casual Shoes,93
10784,Caps,54
58050,Earrings,187
20298,Sweaters,88
13901,Casual Shoes,93
12613,Tshirts,90
44073,Perfume and Body Mist,162
39543,Bra,153
2300,Tshirts,90
31173,Tops,89
35999,Tshirts,90
50460,Briefs,137
55398,Mascara,245
48953,Ring,229
28352,Sunglasses,51
54970,Free Gifts,254
7102,Backpacks,43
34371,Tshirts,90
49641,Tops,89
17411,Sports Shoes,95
41271,Wallets,65
44589,Belts,49
20762,Heels,279
49354,Casual Shoes,93
29955,Sunglasses,51
7417,Kurtas,83
55377,Nail Polish,246
28647,Tshirts,90
20277,Heels,279
43759,Earrings,187
17104,Wallets,65
41764,Tops,89
44566,Sandals,92
8218,Sports Shoes,95
39056,Cufflinks,50
25075,Accessory Gift Set,185
58545,Sunglasses,51
50175,Flats,280
3907,Track Pants,76
19819,Sweatshirts,87
52148,Tshirts,90
31466,Tshirts,90
2615,Tshirts,90
28217,Deodorant,97
48816,Pendant,186
1890,Tshirts,90
49704,Ties,63
34234,Tshirts,90
56808,Kurtis,84
36209,Jackets,82
7047,Casual Shoes,93
21935,Handbags,46
43309,Shorts,72
15569,Heels,279
17554,Shirts,85
23908,Casual Shoes,93
20627,Wallets,65
13844,Sports Shoes,95
27418,Capris,68
58115,Pendant,186
25425,Handbags,46
11879,Formal Shoes,94
15093,Tunics,91
8648,Sunglasses,51
44136,Perfume and Body Mist,162
31036,Tshirts,90
5580,Sports Shoes,95
2245,Tshirts,90
50525,Briefs,137
52518,Baby Dolls,455
37048,Belts,49
6206,Tshirts,90
35075,Belts,49
29056,Track Pants,76
54566,Kurtas,83
21466,Sweaters,88
17807,Tshirts,90
40175,Sunglasses,51
42148,Sports Shoes,95
14728,Tshirts,90
38647,Casual Shoes,93
9409,Sunglasses,51
45377,Heels,279
13517,Tshirts,90
59354,Kurtas,83
24664,Casual Shoes,93
39955,Flip Flops,127
26659,Casual Shoes,93
53759,Tshirts,90
51764,Belts,49
50876,Sarees,563
5979,Shirts,85
54136,Heels,279
7944,Tshirts,90
6656,Sports Shoes,95
37418,Handbags,46
35425,Sports Shoes,95
48115,Belts,49
16345,Shirts,85
40525,Watches,66
11480,Tops,89
14378,Heels,279
42518,Kurtas,83
24234,Kurtas,83
15990,Shirts,85
59704,Briefs,137
46808,Sports Shoes,95
44835,Tshirts,90
26209,Perfume and Body Mist,162
45727,Kurtas,83
9059,Sports Shoes,95
38217,Sunglasses,51
58816,Casual Shoes,93
14682,Tshirts,90
3454,Sports Shoes,95
30627,Tshirts,90
4391,Tshirts,90
31935,Tunics,91
51334,Rain Trousers,272
33908,Watches,66
53427,Kurtas,83
6482,Tshirts,90
19264,Watches,66
47034,Kurtas,83
11654,Tshirts,90
45009,Watches,66
13669,Trousers,78
38539,Casual Shoes,93
9777,Track Pants,76
16191,Tshirts,90
8865,Shirts,85
26527,Casual Shoes,93
23725,Sunglasses,51
42236,Tops,89
14456,Casual Shoes,93
13393,Shirts,85
22837,Casual Shoes,93
4145,Sports Shoes,95
57937,Casual Shoes,93
3680,Tshirts,90
6178,Flip Flops,127
54618,Briefs,137
49929,Sarees,563
30559,Sunglasses,51
48791,Pendant,186
32564,Trousers,78
19634,Tops,89
18926,Tshirts,90
29282,Shirts,85
2838,Tshirts,90
53077,Clutches,45
49883,Watches,66
26177,Flats,280
11204,Watches,66
47464,Flats,280
38169,Sunglasses,51
13239,Tshirts,90
14006,Tshirts,90
